,song_name,key_signature	,harmonic_red,key_signature
271,"279---Kavita-Krishnamurthy,-Kumar-Sanu,-Alka-Yagnik---Saajanji-Ghar-Aaye_basic_pitch.mid",,"['#iv', 'iv6', 'iv', 'VI65', 'i', 'i', 'VI65', 'i', 'VI65', 'i', 'i53', 'i', '#i', '#i', 'v7', 'i43', 'i', 'i', 'VII', 'i', 'i', 'VII', 'i', 'v53', 'i64', 'v', 'VII', 'i53', 'i42', '#iv43', 'ii42', 'ii42', 'ii42', 'VII', 'i', 'iv', 'i64', 'vi42', 'i', 'i', 'vii', 'i', 'i42', 'v', 'i6', 'iii', 'i', 'ii42', 'VII', 'ii42', 'VII64', 'i', 'III', 'v', 'v7', 'ii', 'iv', 'v65', 'VI', 'i', 'VI65', 'i', 'iv', 'iv', 'i', 'i', 'vi42', 'v7', 'ii53', 'i53', 'III', 'III', 'VII', 'VII', 'i65', 'i', 'III', 'v43', 'VII42', 'iii43', 'v53', 'v53', 'v53', 'v7', '#iv', 'i42', '#iv', 'ii42', 'I42', 'i', 'VII', 'iv42', '-', 'III7', 'VI43', 'vi', 'i', 'VII', 'VI65', 'i', 'i', 'i64', 'vi43', 'VII', 'V53', 'i', 'i', 'iii', 'i', 'VII64', 'i', 'i', 'III', 'III7', 'VII53', 'i7', 'iv43', 'III', 'III42', 'v65', 'i65', 'VII53', 'iii43', 'v6', 'v53', 'v7', 'v65', 'III64', 'i', 'ii42', 'ii42', 'VII', 'ii42', 'ii7', '#vii', 'i', 'i', 'iv', 'iv6', 'iv64', 'VI', 'iv', 'III', 'iv', 'i', '#i', 'i', 'i', 'i', 'i', 'i', 'iv43', 'i', 'iv', 'i', 'VI', 'iv', 'VI42', 'VI53', 'iv', 'VI42', '#i43', 'i64', 'iii7', 'iv', 'i', '#i', 'iv', 'III', 'i', 'VI53', 'iv7', 'VI', '#iv43', 'i', 'vi', 'i64', 'i', 'vii', '#i', 'v', 'i7', 'i64', 'v', 'i', 'iv', 'i6', 'i', 'VII53', 'iv', 'vii', 'ii42', 'ii42', 'VII', 'i', 'iv', 'i', 'VII', 'v', 'i', 'vii42', 'i6', 'VII', 'ii65', 'ii42', 'VII', 'ii', 'VII', 'i53', 'VII65', 'iv', 'VII', 'VI', 'ii', 'i', 'i']",g minor
272,"280---Jeet-Gannguli,-Arijit-Singh---Khamoshiyan-(From-Khamoshiyan-)_basic_pitch.mid",,"['vi', 'ii', 'vi', 'vi53', 'vi53', 'iii42', 'vi7', 'i', 'i', 'vi7', 'vi', 'I', 'I6', 'iii42', 'ii53', 'ii', 'I53', 'I53', 'iii42', 'V43', 'iv', 'v42', 'iv', 'v', 'iii7', 'iii42', 'ii7', 'IV53', 'v43', 'v', 'I53', 'ii7', 'IV53', 'IV7', 'V53', 'I53', 'vi', 'vi', 'vi', 'ii', 'vi7', 'vi', 'ii42', 'vi', 'ii', 'iii', 'vi64', 'iii42', 'vii42', 'vi53', 'IV', 'v43', 'v43', 'v43', 'V53', 'V64', 'I64', 'I53', 'vi7', 'vi53', 'iv7', 'ii', 'ii', 'ii', 'V53', 'V64', 'I53', 'iii42', 'vi53', 'vi53', 'I', 'iii', 'ii', 'ii', 'vi', 'I53', 'iii42', 'ii', 'v', 'iv', 'iv', 'v', 'iii', 'vi43', 'I65', 'IV53', 'ii53', 'V', 'v', 'iii65', 'ii7', 'IV', 'V', 'i', 'I', 'vi', 'vi7', 'vi', 'vi7', 'V64', 'V', 'ii', 'vi65', 'vi6', 'V', 'vi', 'ii', 'vi7', 'IV7', 'iv', 'ii', 'v43', 'V7', 'V53', 'V6', 'I42', 'iii', 'V', 'vi64', 'iv', 'ii', 'v', 'i', 'V53', 'V', 'I53', 'iii42', 'iii42', 'vi', 'I53', 'vi', 'ii', 'vi', 'vi7', 'I53', 'ii', 'v', 'ii7', 'IV53', 'iv', 'v', 'iii', 'III53', 'vii', 'IV', 'IV53', 'V', 'i', 'v', 'IV53', 'IV', 'V', 'I53', 'i', 'ii53', 'IV', 'V', 'I53', 'V', 'IV64', 'vi65', 'V', 'I53', 'iii', 'vi', 'vi', '-']",F major
273,"281---A.R.-Rahman,-Anuradha,-Anupama---Dil-Se-Re_basic_pitch.mid",,"['v7', 'v', 'v7', 'v7', 'v7', 'v', 'v', 'v', 'v7', 'v', 'V', 'i43', 'i', 'i', 'v', 'v7', 'v7', 'v7', 'v', 'V42', 'i43', 'i43', 'i', 'v', 'v', 'v', 'v', 'v', 'i43', 'v7', 'i', 'v', 'v', 'i', 'i', 'iv', 'V53', 'V53', 'i', 'V53', 'i', 'i', 'V53', 'iv', 'I64', 'i43', 'v', 'V', 'v', 'i', 'i', 'V7', 'v', 'i43', 'V', 'i', 'v', 'i', 'iv', 'V', 'V53', 'v', 'i', 'v', 'bv', 'i', 'v', 'v7', 'v', 'i', 'i', 'v', 'V53', 'v42', 'i', 'v6', 'i', 'v', 'v', 'v', 'v', 'v', 'i', 'i', 'v', 'v', 'V', 'i', 'i', 'v7', 'v', 'V', 'v7', 'V53', 'V', 'iii6', 'v', 'iii65', 'bVII', 'I', 'i', 'IV65', 'I', 'i', 'V53', 'i', 'i', 'i', 'i', 'i', 'V', 'v', 'i', 'v', 'i', 'i', 'i', 'i', 'V', 'V', 'v', 'v', 'v', 'V', 'i43', 'v42', 'v', 'v', 'v43', 'v', 'V53', 'v', 'v', 'v', 'bIII64', 'bVII', 'i', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'i', 'v7', 'i', 'i', 'v7', 'bIII', 'v', 'V', 'i43', 'V', 'v', 'iii', 'vi42', 'I64', 'i', 'ii', 'i', 'i', 'V', 'V53', 'i', 'v', 'V', 'V53', 'V', 'i', 'v', 'i', 'V53', 'v7', 'V', 'V53', 'i', 'V', 'V', 'i', 'V53', 'vii', 'i', 'V', 'V53', 'V', 'i', 'i43', 'V53', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v42', 'v', 'i', 'i', 'v7']",A major
274,283---Atif-Aslam---Tere-Bin-(From-Bas-Ek-Pal-)_basic_pitch.mid,,"['I7', 'I7', 'iii42', 'iii42', 'iii7', 'iii7', 'IV7', 'IV7', 'IV7', 'I7', 'I7', 'iii7', 'I65', 'iii65', 'I7', 'I7', 'I43', 'I7', 'I7', 'iii7', 'I65', 'vi42', 'I', 'I53', 'I7', 'vi7', 'vi7', 'i43', 'iii53', 'I', 'IV', 'I6', 'vi7', 'iii53', 'I', 'iv7', 'I6', 'vi7', 'iii53', 'iii6', 'iii', 'ii', 'I6', 'iii', 'iv7', 'iii7', 'iii', 'IV7', 'v', 'iii', 'iii', 'iii', 'V42', 'v42', 'vi53', 'iii7', 'i43', 'vi42', 'vi', 'vi53', 'I', 'iii7', 'iv', 'vi53', 'vi53', 'vi53', 'vi', 'vii', 'IV7', 'iii65', 'I64', 'I64', 'I7', 'vi7', 'iii53', 'iii', 'ii', 'I6', 'vi7', 'I65', 'iii', 'iv7', 'iii65', 'iii42', 'vi7', 'iii53', 'iii', 'iv7', 'I6', 'iii', 'iii', 'I', 'iii', 'iii', 'iii6', 'V', 'iii', 'v', 'V', 'V42', 'I', 'vi64', 'iii7', 'IV53', 'vi53', 'vi53', 'I', 'iii7', 'V7', 'vi53', 'I65', 'vi53', 'I', 'V53', 'IV53', 'vi7', 'vi53', 'vi6', 'iii7', 'IV', 'I65', 'vi', 'vi53', 'iii6', 'I64', 'I', 'vi53', 'vi53', 'I', 'iii65', 'vi', 'ii7', 'vi', 'vi53', 'I', 'I']",C major
275,"284---Lata-Mangeshkar,-Udit-Narayan---Ho-Gaya-Hai-Tujhko-To-Pyar-Sajna---From-Dilwale-Dulhania-Le-Jayenge_basic_pitch.mid",,"['i', 'i', 'VI', 'VI', 'i', 'vii', 'vii', 'III65', 'V53', 'V53', 'i64', 'i', 'i', 'i64', 'VI', 'VI', 'VII53', 'V7', 'V53', 'v', 'V53', 'i7', 'i64', 'i', 'VI53', 'VII53', 'i', 'V', 'III65', 'i43', 'i', 'VI53', 'VI', 'v42', 'V', 'V', 'i', 'iv', 'III', 'VII53', 'VII64', 'i', 'iv', 'v65', 'vii', 'VII64', 'i64', 'VI53', 'i', 'i', 'vi7', 'vi', 'VII53', '#vi42', 'iv', 'VII', 'vii', 'iii', 'i6', 'VI', 'i64', 'i', 'i', 'vii', 'v65', 'i', 'II', 'v43', 'iv', 'iv', 'iii7', 'v7', 'ii42', 'i42', 'i', 'VII53', 'VII64', 'i', 'i64', 'III', 'VII53', 'v65', 'III', 'iv', 'i7', 'III', 'iv', 'i', 'III', 'VII53', 'VII53', 'i', 'i64', 'III', 'VII64', 'VII64', 'i', 'VI53', 'VI53', 'i', 'VII', 'v', 'VII', 'III42', 'i53', 'i', 'i', 'iv43', 'VII53', 'i', 'i', 'i', 'i53', 'VII53', 'v', 'i', 'i64', 'ii42', 'vii', 'VII53', 'i', 'i', 'i64', 'VII', 'v65', 'i', 'iv', 'III', 'iv42', 'iv', 'i', 'III', 'VII53', 'vii', 'iv', 'i', 'i', 'VII64', 'iii', 'i6', 'VI', 'VI6', 'VI53', 'VI', 'i', 'i', 'iv', 'VI53', 'VII64', 'V53', 'V53', 'i', 'i53', 'V53', 'V64', 'i', 'i64', 'v', 'V64', 'i', 'i', 'i53', 'VI6', 'ii', 'iii', 'v65', 'V53', 'v', 'V53', 'i', 'i64', 'i', 'i64']",g minor
276,"285---Vishal-Shekhar,-Shafqat-Amanat-Ali,-Sunidhi-Chauhan---Bin-Tere_basic_pitch.mid",,"['I53', 'I53', 'I53', 'iv', 'vi65', 'iv', 'vi65', 'I53', 'I53', 'I53', 'I', 'i', 'iv', 'I53', 'iv', 'I53', 'IV', 'vi42', 'vi53', 'I', 'vi7', 'IV', 'i', 'vi7', 'IV', 'ii', 'I53', 'iii42', 'ii', 'i', 'iii7', 'vi64', 'vi53', 'v43', 'v42', 'bi53', 'vi64', 'bi', 'IV', 'vi7', 'i', 'i', 'IV53', 'v42', 'v65', 'i', 'i', 'i', 'vi65', 'IV', 'iii', 'bvii', 'I53', 'i', 'vi', 'bi', 'ii', 'ii', 'ii7', 'bi', 'vi7', 'bi', 'ii7', 'ii', 'iii42', 'ii7', 'bi', 'I53', 'I53', 'vi65', 'vi65', 'I53', 'i', 'ii53', 'ii7', 'bVII42', 'i', 'I', 'I', 'ii65', 'ii7', 'v', 'i', 'ii7', 'IV64', 'IV', 'bVII64', 'IV53', 'IV64', 'v', 'ii7', 'I53', 'i', 'IV53', 'I', 'v53', 'bvii', 'i', 'i', 'i', 'iv', 'I', 'v53', 'bvii', 'i', 'i', 'i', 'i', 'i', 'I53', 'i', 'bVII', 'ii', 'ii', 'vi53', 'bi', 'v', 'bVII7', 'I53', 'I', 'vi', 'iii42', 'ii43', 'IV64', 'i', 'bi6', 'bi', 'iii', 'ii', 'v42', 'bi6', 'vi', 'bi6', 'IV42', 'iii42', 'I', 'I53', 'iv7', 'ii65', 'v', 'iv', 'i', 'I53', 'I53', 'iv7', 'ii65', 'v6', 'i', 'i', 'i', 'I53', 'IV53', 'v42', 'bVII43', 'i', 'i', 'i', 'vi65', 'IV53', 'v64', 'bvii7', 'i', 'i', 'i', 'i']",E major
277,"287---Vishal-Shekhar,-Ash-King,-Shilpa-Rao,-Shekhar-Ravjiani---Meherbaan-(From-Bang-Bang-)_basic_pitch.mid",,"['v64', 'i6', 'VII', 'iii42', 'v53', 'v', 'III', 'v53', 'ii', 'v53', 'IV', 'ii6', '#vi43', 'ii', '#vi42', 'IV', 'ii', 'v53', 'IV53', 'IV42', 'ii65', 'ii', 'i', 'ii65', 'ii65', 'III', 'ii', 'v', 'IV', 'IV53', 'VII64', 'v42', 'IV53', 'IV42', 'v', 'iii7', 'v', 'i', 'i', 'ii', 'i7', 'v7', 'III', 'v', 'v', 'IV53', 'iv', 'ii65', 'vii', 'iv', 'III7', 'VII64', 'v', 'II', 'VII', 'i', 'iv', 'i', 'II', 'ii', 'v', 'i', 'IV', 'vii43', 'IV7', 'ii', '#vi42', 'IV', 'ii', 'v', 'IV', 'IV42', 'ii65', 'v42', 'iii', 'iv', 'v42', 'iv42', 'iii42', '#vi42', 'IV53', 'IV42', 'ii', 'v', 'IV53', 'IV42', 'v', '#vi43', 'VII', 'IV64', 'IV64', 'ii42', 'vii', 'iii7', 'VII', 'v', 'i', 'ii65', 'iv', 'iv', 'vii', 'iv', 'iv42', 'v42', 'v', 'ii7', 'II65', 'i', 'i7', 'i', 'II7', 'ii', 'v', 'v53', 'IV', 'ii6', 'III', 'ii', 'v', 'IV53', 'IV7', 'v', 'IV', '#vi64', 'ii65', 'v42', 'iii', 'iv', 'v42', 'iii', 'iii7', 'i', 'IV', 'IV42', 'ii65', 'v', 'IV53', 'IV42', 'ii', 'v', 'v']",c minor
278,"288---Pritam,-Shafqat-Amanat-Ali---Tu-Hi-Mera-(From-Jannat-2-)_basic_pitch.mid",,"['biii', 'iii65', 'vi7', 'bi6', 'bi6', 'vi7', 'vi42', 'vi42', 'vi43', 'bi6', 'vi43', 'iii42', 'iii', 'vi53', 'iii', 'vi', 'vi42', 'bi', 'vi43', 'I53', 'v', 'v', 'v', 'bi', 'vi43', 'I', 'bi', 'bi', 'bi6', 'vi43', 'iii', 'vi7', 'iii42', 'v', 'vi43', 'I53', 'vi', 'v', 'iii', 'vi42', 'iii', 'iii', 'vi53', 'v', 'bi', 'bi6', 'v', 'vi42', 'vi7', 'v', 'vi43', 'bi6', 'v', 'vi', 'vi7', 'iii42', 'bi6', 'i', 'iii7', 'iii', 'vi42', 'bi6', 'vi42', 'v', 'vi7', 'bi', 'iii', 'bi', 'bi6', 'v', 'vi7', 'bi6', 'bi6', 'iii', 'vi7', 'v', 'bi6', 'vi', 'vi65', 'v', 'v', 'v', 'vi43', 'bi6', 'v', 'v', 'iii42', 'bv', 'bv', 'iii65', 'v', 'vi42', 'vi42', 'vi43', 'vi42', 'vi42', 'vi7', 'bi', 'iii7', 'iii7', 'bi', 'v', 'iii', 'vi43', 'vi42', 'iii7', 'vi7', 'v', 'v', 'vi', 'vi65', 'v', 'v', 'v', 'vi43', 'vi7', 'v', 'v', 'bi6', 'bi6', 'iii', 'iii', 'vi7', 'v', 'v', 'vi43', 'I53', 'v', 'bi', 'v', 'vi43', 'vi7', 'v', 'v', 'bi', 'v']",E major
279,"289---Lata-Mangeshkar,-Kumar-Sanu---Tujhe-Dekha-To---From-Dilwale-Dulhania-Le-Jayenge_basic_pitch.mid",,"['i', 'VI65', '#iii', 'v7', 'i', 'iv', 'III', 'vii64', 'vii', 'iv', 'ii', 'v42', 'i', 'i', 'v', 'iii43', 'vi43', 'vii', 'i43', 'i42', 'v7', 'i64', 'III42', 'VI43', 'i64', 'vii', 'ii', 'vi42', 'III', 'iv', 'bv7', 'i53', 'III', 'bII', 'ii42', 'iii', 'i', 'iv42', 'VII64', 'iii43', 'i64', 'i42', 'i42', 'bi', 'iv43', 'VI65', 'bI', 'iv42', 'ii', 'VII', 'i', 'III65', 'i6', 'i', 'i', 'v', 'bV64', 'VII', 'VII42', 'i', 'i', 'i53', 'IV', 'bII42', 'VII53', 'i', 'i6', 'i', 'bi', 'vi', 'i65', 'i7', 'i', 'III', 'i53', 'v', 'III', 'i53', 'VI65', 'bi', 'v', 'v', 'VI43', 'i53', 'iii43', 'vii43', 'VI65', 'i', 'III', 'i53', 'III', 'iii42', 'v7', 'i7', 'III42', 'III', 'i', 'iv43', 'i7', 'VI65', 'i65', 'iii', 'iv', 'iv', 'i', 'III', 'VII', 'VI', 'i', 'i', 'i', 'i53', 'III', 'v', 'v', 'i', 'i', 'VII53', 'vii7', 'III7', 'i53', 'iii', 'vii7', 'VI65', 'i', 'iv42', 'i', 'iv', 'ii', 'ii42', 'III', 'vi42', 'i6', 'VII', 'i42', 'bI42', 'i7', 'i65', 'VI6', 'i42', 'VII', 'ii7', 'VII', 'i', 'i7', 'vii', 'VI64', 'vii', 'iv7', 'i53', 'i']",e minor
280,290---Imran-Khan---Bewafa_basic_pitch.mid,,"['i', 'i', 'v53', 'VI7', 'VII53', 'i6', 'i53', 'v53', 'VI53', 'VI', 'i', 'i65', 'i43', 'v', 'i53', 'VII42', 'iv', 'iv', 'v', 'iv6', 'i43', 'VI53', 'VII', 'v7', 'ii43', 'v53', 'VI53', 'i', 'v7', 'iv6', 'v', 'VI53', 'i', 'v', 'VI', 'VII', 'VI', 'i7', 'v53', 'VI', 'VII', 'VI7', 'i', 'v', 'VI', 'vii', 'v', 'i', 'i', 'VI7', 'VII', 'vi42', 'i', 'i', 'VI7', 'VII7', 'vi7', 'i', 'i', 'ii', 'VII53', 'VI42', 'VI', 'VII7', 'VII53', 'i', 'i', 'VI', 'vii42', 'iii43', 'i', 'i', 'ii7', 'ii', 'ii53', 'ii42', 'i7', 'VI7', 'VII7', 'v', 'i', 'i', 'VI42', 'VII7', 'VI7', 'i', 'i7', 'v', 'vii42', 'VI42', 'VI', 'i', 'i', 'VI', 'v53', 'VI', 'i7', 'v', 'VI', 'v53', 'VI53', 'i53', 'v7', 'iv6', 'v6', 'VI53', 'i53', 'v7', 'iv6', 'v6', 'VI53']",e minor
281,291---Atif-Aslam---Aa-Bhi-Jaa-Sanam-(From-Prince-)_basic_pitch.mid,,"['vi', 'vi7', 'IV53', 'V7', 'i', 'I64', 'vi6', 'vi', 'vi', 'vii', 'vii', 'v', 'v', 'vi', 'I53', 'vi', 'vi', 'vi', 'ii', 'v', 'v', 'i43', 'IV53', 'vii', 'iii7', 'iii53', 'vi53', 'i', 'V42', 'iii65', 'vi42', 'IV', 'i43', 'v', 'iii', 'vi53', 'vi', 'iii', 'vi65', 'I65', 'I65', 'vii', 'V42', 'v', 'v', 'IV', 'v', 'i', 'vi', 'iii65', 'i', 'I64', 'ii42', 'V42', 'iv', 'ii64', 'vi', 'IV53', 'iv', 'ii', 'vi', 'vii', 'iv', 'vi53', 'vi', 'I6', 'I42', 'I6', 'iii', 'vi64', 'vi', 'v', 'IV53', 'I6', 'vi42', 'i', 'vii', 'ii65', 'v', 'vi7', 'vi53', 'vi', 'I6', 'vi53', 'i', 'vii', 'v', 'vi53', 'i', 'ii65', 'i', 'iii65', 'V', 'V42', 'V', 'biii']",C major
282,292---Shishir-Bhanot---Tu-Hai_basic_pitch.mid,,"['biii', 'V64', 'i', 'i7', 'IV', 'iv', 'V53', 'i', 'V', 'IV', 'i', 'I53', 'vi7', 'iii7', 'iii65', 'iii42', 'I', 'vi', 'iii7', 'V53', 'i', 'vi6', 'ii', 'v', 'v', 'I53', 'ii', 'vi42', 'v', 'iii65', 'vi7', 'V53', 'vi7', 'v', 'vi7', 'V53', 'i43', 'I53', 'ii43', 'vi', 'V53', 'v', 'vi53', 'vi', 'iii65', 'v', 'v', 'v7', 'I53', 'ii43', 'iii7', 'v', 'I53', 'I53', 'vi', 'v', 'v', 'vi53', 'v', 'i', 'i', 'v', 'vi7', 'V53', 'ii42', 'vi53', 'ii43', 'i', 'v', 'V', 'ii', 'vi6', 'i', 'v', 'v', 'i', 'i', 'v42', 'iv', 'v', 'I', 'IV7', 'v42', 'IV7', 'iv', 'vi42', 'vi42', 'IV', 'v', 'v']",G major
283,"293---Pritam,-Arijit-Singh---Hawayein---Film-Version_basic_pitch.mid",,"['i6', 'i', 'i', 'i', 'vi65', 'vi42', 'iv', 'i', 'i', 'i', 'IV64', 'I', 'vi6', 'vi6', 'ii42', 'I', 'vii', 'i7', 'V', 'I', 'iii', 'IV53', 'ii43', 'iii42', 'vii', 'i', 'vi42', 'IV53', 'iv', 'i43', 'ii65', 'iv', 'vi65', 'I6', 'v', 'ii', 'i', 'iv', 'iv', 'iv', 'I', 'i', 'iv', 'iv', 'I', 'v', 'iv', 'iv', 'I6', 'vi42', 'iv', 'IV53', 'IV6', 'I53', 'I53', 'vi65', 'i', 'I53', 'I', 'iii7', 'IV', 'ii', 'ii', 'i', 'I64', 'I', 'vi6', 'I65', 'IV42', 'v7', 'iii65', 'iii6', 'IV7', 'IV53', 'vi65', 'iii', 'IV53', 'IV64', 'vi7', 'i', 'IV53', 'iv', 'iii', 'i', 'IV64', 'IV64', 'vi42', 'v', 'ii42', 'i7', 'vi53', 'vi65', 'iii', 'v42', 'IV64', 'iv', 'i', 'i', 'i', 'i', 'i', 'I', 'I53', 'IV64', 'IV53', 'v', 'V', 'i', 'iv', 'vi6', 'vi', 'IV53', 'ii65', 'v', 'V', 'i', 'IV', 'IV53', 'vi65', 'i', 'IV53', 'IV64', 'vi7', 'iii42', 'iv', 'iv', 'iii', 'iii42', 'iv', 'iv', 'I64', 'I64', 'iv43', 'iv43', 'I64', 'iii', 'iv', 'vi6', 'v', 'v42', 'v42', 'I53', 'I64', 'iv', 'v42', 'vi7', 'v', 'i', 'ii7', 'i', 'iii65', 'vi42', 'vi42']",D major
284,"294---Pritam,-Shahid-Mallya,-Sunidhi-Chauhan---Radha_basic_pitch.mid",,"['V64', 'v', 'v', 'v', 'i', 'v', 'i', 'v', 'vi42', 'V', 'vi42', 'v', 'iii', 'v', 'v', 'v', 'vi42', 'v', 'iii', 'i', 'v', 'iii65', 'v', 'v', 'v', 'v', 'V', 'V', 'V53', 'V', 'v', 'v', 'vi42', 'iii', 'V', 'vi7', 'v43', 'vi42', 'vi', 'V', 'V', 'v', 'iii65', 'iii', 'V', 'v7', 'iii65', 'v', 'vi42', 'v', 'iii65', 'I', 'V', 'v', 'iii', 'i', 'V', 'v', 'iii53', 'i', 'v', 'v', 'vi7', 'i', 'v', '#iv', 'vi7', 'II42', 'iii65', 'i', 'V', 'iii', 'v', 'i', 'V', 'iii53', 'vi42', 'v', 'vi43', 'iii53', 'i', 'V', 'iii53', 'iii', 'iii', 'vi42', 'iii65', 'I64', 'V', 'V64', 'iii', 'i', 'v', 'v', 'iii', 'i', 'v', 'vi42', 'vi42', 'i', 'v', 'vi42', 'I', 'v42', 'iii65', '#iv', 'v', 'vi42', 'iii6', 'vi42', 'iii', 'iii', 'v', 'iii', 'iii65', 'iii', 'vi42', 'V', 'vi42', 'i', 'II', 'vi42', 'iii65', 'i', 'V', 'V64', 'iii', 'i', 'V', 'v', 'iii', 'iii65', 'v', '#iv', 'vi42', 'v', 'V7', '#iv', 'vi42', 'v', 'V', '#iv64', 'vi42', 'v', 'V', '#iv', 'vi42', 'v', 'vi42', 'iii']",C major
285,"295---Mano,-Swarnalatha---Muqabala-Muqabala-(from-the-film-'Hum-Se-Hai-Muqabala')_basic_pitch.mid",,"['i', 'vi43', 'vii', 'v', 'i53', 'vi43', 'iii', 'v', 'I', 'i', 'I65', 'I', 'I', 'I', 'I65', 'I', 'iv43', 'v', 'vi', 'III', '#iv43', 'i', 'i7', 'i', 'i', 'i', 'I65', 'i', 'i', 'i', 'I7', 'I42', 'iv43', 'vii', 'i42', 'v6', 'iv43', 'VII', '#iv', 'v42', 'VII', 'iv7', 'VII42', 'vii', 'iv', 'bII42', 'i', '#vii', 'iv43', 'v42', 'i', 'i42', '#iv', '#vii', 'i', 'i', 'vii', 'vii', '#iii', 'i', '#vii', 'ii', '#vii', 'i', 'i42', 'i', 'I', 'I', 'i', 'i', 'i7', 'I']",d minor
286,296---Atif-Aslam---Aadat_basic_pitch.mid,,"['V', 'v', 'v', 'v64', 'v64', 'v64', 'v64', 'v53', '#ii7', 'v64', 'vii', 'i43', 'v', 'ii7', 'ii7', 'v', 'v53', 'ii43', 'ii7', 'ii43', '#vi', 'i', '#ii7', '#ii7', '#vi', 'v53', 'VII', 'v', 'v64', 'vii65', 'v', 'v', 'VII', 'VII65', 'v64', 'VII', 'v', 'v', 'v53', 'v53', '#ii7', 'ii', 'ii7', '#i', 'ii7', 'v', 'vii65', 'ii65', 'v7', 'v43', '#ii', 'ii65', 'v43', 'v42', 'IV53', 'v', 'ii7', 'ii65', 'v42', '#ii', '#ii', 'iv', 'i43', 'v', 'v', 'vii', 'v', 'v', 'i', 'v', 'v', 'VII', 'v53', 'v53', 'VII', 'vii', 'VII64', 'VII53', 'VII53', 'v7', 'VII', 'ii7', 'VII', 'VII', 'vii', 'II65', 'i', '#vii', 'v43', 'vii65', 'iv', 'v', 'v43', 'VII', '#ii65', 'ii53', 'v', 'IV53', 'v43', 'vii43', 'v42', 'v43', 'ii', '#ii', 'iv', 'i43', 'v53', 'v', 'vii', 'ii42', 'v', 'i', 'VII', 'v64', 'VII', 'i', 'v53', '#vi42', 'ii', '#ii', 'i', 'ii6', 'vii', 'vii65', 'VII64', 'v53', 'IV', '#ii', '#ii7', 'v', 'v42', 'ii7', 'ii7', 'ii7', 'IV', 'vii', '#ii', '#ii', 'ii53', 'v42', 'v', 'v', 'IV', 'v43', 'v43', 'v43', '#ii7', 'VII', 'v', 'v', 'IV', 'II', 'vii6', 'v53', 'VII', 'VII', 'VII64', 'VII64', 'v53', 'iv', 'i', 'i', 'VII65', '#vi42', 'ii', 'v']",f minor
287,297---Anwar---Tose-Naina-Lage_basic_pitch.mid,,"['i', 'i', 'i', 'iv43', 'iv43', 'iv43', 'iv64', 'VI6', 'iv43', 'iv43', 'iv43', 'i', 'iv43', 'iv7', 'v42', 'iv7', 'iv42', 'iv43', 'iv43', 'iv43', 'iv43', 'iv7', 'iv7', 'VI53', 'iv7', 'iv43', 'i53', 'i53', 'i6', 'iv7', 'vi43', 'vi43', 'i', 'III', 'iv7', 'iv', 'III', 'biii', 'iv7', 'iv42', 'i64', 'iv7', 'iv', 'VI43', 'i', 'iv7', 'iv', 'iv53', 'iv7', 'iv7', 'i', 'iv53', 'iv7', 'i', 'i', 'i', 'iv7', 'iv7', 'iv43', 'i53', 'iv7', 'iv42', 'i', 'i', 'iv', 'iv42', 'i64', 'iv7', 'iv7', 'iv42', 'iv7', 'iv7', 'i', 'iv53', 'iv7', 'iv7', 'iv', 'i', 'i42', 'iv7', 'vi', 'i', 'i', 'iv7', 'iv42', 'i', 'iv43', 'iv7', 'vi', 'i', 'biii', 'iv', 'i6', 'i', 'iv7', 'iv65', 'i', 'i', 'III', 'III', 'biii', 'III', 'iv7', 'iv42', 'i', 'iv', 'iv', 'iv', 'iv42', 'iv7', 'i', 'iv7', 'iv7', 'i53', 'iv', 'iv43', 'i', 'iii', 'biii', 'iv7', 'i', 'i', 'iv42', 'iv7', 'VI7', 'iv', 'iv7', 'iv65', 'i', 'iv7', 'iv7', 'i53', 'i53', 'iv7', 'biii', 'i53', 'i', 'iv7', 'i53', 'iv', 'iv7', 'iv7', 'iv', 'i', 'iv7', 'iv7', 'iv42', 'iv42', 'i53', 'i', 'iv7', 'i65', 'i', 'i', 'i', 'iv7', 'iv42', 'i53', 'i', 'iv53', 'iv42', 'iv7', 'iv7', 'iv', 'i', 'i64', 'iv', 'iv7', 'iv42', 'iv7', 'iv7', 'i53', 'iv42', 'iv42', 'VI6', 'i', 'i53', 'i', 'iv7', 'iv7', 'VI6', 'i', 'iv7', 'iv7', 'i53', 'i', 'iv7', 'VI65', 'i53', 'i', 'iv7', 'VI65', 'i53', 'iv7', 'iv7', 'i', 'i', 'iv7', 'VI6', 'iv43', 'III', 'iv7', 'iv', 'i7', 'iv7', 'iv7', 'iv42', 'iv42', 'iv7', 'iv', 'iv42', 'III', 'i', 'iv', 'i', 'iv7', 'iv7', 'i53', 'i', 'iv42', 'iv42', 'iv43', 'i', 'iv7', 'VI64', 'i', 'iv7', 'iv42', 'iv7', 'i53', 'iv7', 'iv53', 'i', 'iv7', 'iv', 'i', 'i', 'iv7', 'iv7', 'i', 'III', 'iv7', 'iv7', 'iv', 'iv7', 'iv7', 'iv43', 'iv43', 'iv43', 'iv42']",c# minor
